Time;Demand;Year;Month;Day_of_week;Season;Temperature
21;3564;2017;8;7;3;27.2
22;3418;2017;8;7;3;29.6
23;3193;2017;8;7;3;29.2
0;2929;2017;8;1;3;30.2
1;2729;2017;8;1;3;32.2
2;2616;2017;8;1;3;32.6
3;258;2017;8;1;3;32.7
4;2567;2017;8;1;3;31.2
5;2543;2017;8;1;3;31.6
6;2636;2017;8;1;3;30.2
7;2883;2017;8;1;3;29.6
8;3239;2017;8;1;3;29.5
9;3579;2017;8;1;3;27.0
10;3787;2017;8;1;3;27.1
11;3942;2017;8;1;3;27.4
12;4004;2017;8;1;3;27.1
13;4039;2017;8;1;3;27.1
14;4068;2017;8;1;3;27.0
15;4068;2017;8;1;3;27.6
16;4031;2017;8;1;3;27.8
17;4005;2017;8;1;3;27.8
18;4026;2017;8;1;3;27.7
19;4016;2017;8;1;3;27.8
20;3865;2017;8;1;3;27.7
21;3684;2017;8;1;3;27.2
22;3471;2017;8;1;3;27.9
23;3226;2017;8;1;3;28.2
0;2955;2017;8;2;3;28.5
1;2747;2017;8;2;3;31.3
2;2643;2017;8;2;3;32.3
3;2605;2017;8;2;3;33.1
4;2628;2017;8;2;3;33.4
5;2699;2017;8;2;3;32.3
6;2975;2017;8;2;3;30.5
7;351;2017;8;2;3;31.9
8;4207;2017;8;2;3;30.4
9;4759;2017;8;2;3;29.0
10;4971;2017;8;2;3;29.0
11;5061;2017;8;2;3;28.5
12;4941;2017;8;2;3;27.9
13;5039;2017;8;2;3;28.4
14;4966;2017;8;2;3;27.8
15;4878;2017;8;2;3;27.6
16;4809;2017;8;2;3;27.7
17;467;2017;8;2;3;27.1
18;462;2017;8;2;3;26.8
19;4461;2017;8;2;3;26.5
20;4212;2017;8;2;3;27.2
21;3962;2017;8;2;3;28.3
22;3766;2017;8;2;3;29.9
23;3498;2017;8;2;3;31.6
0;3201;2017;8;3;3;34.0
1;3002;2017;8;3;3;35.0
2;2902;2017;8;3;3;36.0
3;2877;2017;8;3;3;35.8
4;2886;2017;8;3;3;35.2
5;2939;2017;8;3;3;33.9
6;3137;2017;8;3;3;32.0
7;3543;2017;8;3;3;31.1
8;4077;2017;8;3;3;30.3
9;452;2017;8;3;3;29.3
10;468;2017;8;3;3;28.2
11;4763;2017;8;3;3;27.6
12;4727;2017;8;3;3;26.7
13;4888;2017;8;3;3;26.1
14;4943;2017;8;3;3;26.1
15;491;2017;8;3;3;26.4
16;4843;2017;8;3;3;26.4
17;4684;2017;8;3;3;26.2
18;464;2017;8;3;3;25.9
19;4535;2017;8;3;3;25.8
20;4289;2017;8;3;3;25.7
21;4039;2017;8;3;3;25.6
22;3838;2017;8;3;3;25.5
23;3559;2017;8;3;3;25.6
0;3231;2017;8;4;3;25.9
1;2991;2017;8;4;3;26.0
2;2867;2017;8;4;3;27.2
3;2823;2017;8;4;3;27.7
4;2824;2017;8;4;3;27.6
5;2855;2017;8;4;3;27.4
6;3138;2017;8;4;3;27.0
7;3661;2017;8;4;3;26.0
8;4359;2017;8;4;3;25.3
9;493;2017;8;4;3;25.0
10;5186;2017;8;4;3;24.7
11;5333;2017;8;4;3;24.4
12;525;2017;8;4;3;23.9
13;5383;2017;8;4;3;23.4
14;536;2017;8;4;3;22.5
15;5206;2017;8;4;3;22.1
16;5099;2017;8;4;3;22.0
17;486;2017;8;4;3;22.0
18;4749;2017;8;4;3;21.9
19;4578;2017;8;4;3;21.9
20;4297;2017;8;4;3;21.9
21;4006;2017;8;4;3;22.1
22;3806;2017;8;4;3;22.2
23;351;2017;8;4;3;22.4
0;3182;2017;8;5;3;23.0
1;294;2017;8;5;3;23.0
2;281;2017;8;5;3;23.7
3;2761;2017;8;5;3;24.0
4;2764;2017;8;5;3;24.4
5;2804;2017;8;5;3;24.0
6;301;2017;8;5;3;24.5
7;3358;2017;8;5;3;24.2
8;383;2017;8;5;3;24.0
9;4173;2017;8;5;3;23.5
10;4264;2017;8;5;3;23.3
11;4287;2017;8;5;3;22.7
12;4154;2017;8;5;3;22.5
13;4262;2017;8;5;3;22.7
14;4247;2017;8;5;3;22.2
15;4167;2017;8;5;3;21.8
16;4125;2017;8;5;3;22.2
17;3994;2017;8;5;3;21.5
18;3926;2017;8;5;3;21.4
19;3785;2017;8;5;3;21.1
20;3578;2017;8;5;3;21.2
21;3361;2017;8;5;3;21.4
22;3223;2017;8;5;3;21.8
23;3031;2017;8;5;3;22.6
0;2798;2017;8;6;3;23.2
1;2612;2017;8;6;3;24.7
2;2525;2017;8;6;3;25.2
3;2502;2017;8;6;3;26.9
4;2502;2017;8;6;3;27.0
5;251;2017;8;6;3;27.8
6;2586;2017;8;6;3;27.5
7;2786;2017;8;6;3;26.7
8;3044;2017;8;6;3;25.9
9;3251;2017;8;6;3;25.7
10;3322;2017;8;6;3;25.7
11;3332;2017;8;6;3;24.7
12;3278;2017;8;6;3;24.3
13;3307;2017;8;6;3;24.5
14;3295;2017;8;6;3;24.4
15;3279;2017;8;6;3;23.2
16;3274;2017;8;6;3;24.5
17;3294;2017;8;6;3;24.0
18;3372;2017;8;6;3;24.5
19;3322;2017;8;6;3;24.3
20;3202;2017;8;6;3;24.8
21;3031;2017;8;6;3;25.7
22;2881;2017;8;6;3;26.0
23;271;2017;8;6;3;27.6
0;2505;2017;8;7;3;28.8
1;2352;2017;8;7;3;29.2
2;2295;2017;8;7;3;28.8
3;2284;2017;8;7;3;29.1
4;2292;2017;8;7;3;29.8
5;2298;2017;8;7;3;30.2
6;2363;2017;8;7;3;28.8
7;2532;2017;8;7;3;29.2
8;2776;2017;8;7;3;28.7
9;299;2017;8;7;3;28.1
10;3096;2017;8;7;3;27.2
11;3177;2017;8;7;3;26.2
12;3214;2017;8;7;3;25.7
13;3279;2017;8;7;3;25.7
14;3295;2017;8;7;3;25.0
15;3306;2017;8;7;3;24.7
16;329;2017;8;7;3;24.2
17;33;2017;8;7;3;24.6
18;338;2017;8;7;3;23.9
19;3392;2017;8;7;3;24.3
20;3253;2017;8;7;3;23.7
21;3071;2017;8;7;3;23.7
22;2909;2017;8;7;3;24.0
23;2731;2017;8;7;3;24.6
0;2514;2017;8;1;3;24.8
1;2354;2017;8;1;3;24.4
2;2271;2017;8;1;3;24.2
3;2265;2017;8;1;3;24.7
4;227;2017;8;1;3;24.6
5;2242;2017;8;1;3;24.9
6;2293;2017;8;1;3;25.1
7;2487;2017;8;1;3;24.6
8;277;2017;8;1;3;24.7
9;3031;2017;8;1;3;25.0
10;3135;2017;8;1;3;25.0
11;3238;2017;8;1;3;24.5
12;3314;2017;8;1;3;23.8
13;3348;2017;8;1;3;23.6
14;335;2017;8;1;3;23.6
15;3346;2017;8;1;3;23.6
16;3335;2017;8;1;3;23.4
17;3349;2017;8;1;3;23.3
18;3454;2017;8;1;3;23.3
19;3438;2017;8;1;3;23.3
20;3292;2017;8;1;3;23.3
21;3107;2017;8;1;3;23.3
22;2936;2017;8;1;3;24.0
23;2741;2017;8;1;3;24.1
0;2522;2017;8;2;3;24.7
1;2352;2017;8;2;3;25.8
2;2277;2017;8;2;3;25.8
3;2254;2017;8;2;3;25.7
4;2268;2017;8;2;3;23.3
5;2304;2017;8;2;3;23.8
6;2443;2017;8;2;3;23.5
7;2706;2017;8;2;3;23.2
8;2992;2017;8;2;3;23.7
9;318;2017;8;2;3;23.7
10;3244;2017;8;2;3;23.5
11;3237;2017;8;2;3;23.1
12;3217;2017;8;2;3;22.8
13;3196;2017;8;2;3;22.5
14;3172;2017;8;2;3;22.5
15;3179;2017;8;2;3;22.5
16;3222;2017;8;2;3;22.6
17;3277;2017;8;2;3;22.4
18;3351;2017;8;2;3;22.2
19;3309;2017;8;2;3;22.0
20;3174;2017;8;2;3;21.7
21;3001;2017;8;2;3;21.7
22;2853;2017;8;2;3;22.0
23;2671;2017;8;2;3;21.9
0;2455;2017;8;3;3;22.2
1;2289;2017;8;3;3;21.7
2;2213;2017;8;3;3;21.7
3;2199;2017;8;3;3;21.7
4;2218;2017;8;3;3;21.9
5;2249;2017;8;3;3;22.1
6;2382;2017;8;3;3;21.9
7;2633;2017;8;3;3;21.8
8;2914;2017;8;3;3;21.8
9;311;2017;8;3;3;21.9
10;3191;2017;8;3;3;21.7
11;3215;2017;8;3;3;21.6
12;3169;2017;8;3;3;21.5
13;3127;2017;8;3;3;21.4
14;3107;2017;8;3;3;21.2
15;3113;2017;8;3;3;21.1
16;3167;2017;8;3;3;21.0
17;3204;2017;8;3;3;21.0
18;3249;2017;8;3;3;21.0
19;3205;2017;8;3;3;20.9
20;3068;2017;8;3;3;21.2
21;2898;2017;8;3;3;21.8
22;2751;2017;8;3;3;22.0
23;2575;2017;8;3;3;22.6
0;2372;2017;8;4;3;24.4
1;2229;2017;8;4;3;25.6
2;2169;2017;8;4;3;25.7
3;217;2017;8;4;3;27.3
4;2193;2017;8;4;3;26.5
5;2219;2017;8;4;3;27.7
6;2346;2017;8;4;3;26.8
7;2597;2017;8;4;3;26.2
8;2909;2017;8;4;3;26.6
9;3118;2017;8;4;3;26.4
10;3193;2017;8;4;3;25.4
11;32;2017;8;4;3;25.3
12;3113;2017;8;4;3;24.7
13;3099;2017;8;4;3;24.5
14;307;2017;8;4;3;24.7
15;3072;2017;8;4;3;24.8
16;3112;2017;8;4;3;24.5
17;3144;2017;8;4;3;24.2
18;3223;2017;8;4;3;24.3
19;317;2017;8;4;3;24.1
20;3033;2017;8;4;3;24.6
21;2864;2017;8;4;3;24.7
22;2725;2017;8;4;3;25.6
23;2564;2017;8;4;3;26.8
0;2364;2017;8;5;3;28.2
1;221;2017;8;5;3;28.9
2;2155;2017;8;5;3;28.9
3;2162;2017;8;5;3;29.2
4;219;2017;8;5;3;28.4
5;223;2017;8;5;3;28.4
6;238;2017;8;5;3;28.1
7;2659;2017;8;5;3;27.8
8;3034;2017;8;5;3;26.9
9;3346;2017;8;5;3;27.1
10;3514;2017;8;5;3;26.8
11;3611;2017;8;5;3;26.7
12;3549;2017;8;5;3;25.8
13;3639;2017;8;5;3;26.0
14;3653;2017;8;5;3;26.0
15;3669;2017;8;5;3;26.3
16;3687;2017;8;5;3;25.8
17;3625;2017;8;5;3;25.8
18;3655;2017;8;5;3;25.4
19;3567;2017;8;5;3;25.4
20;3375;2017;8;5;3;25.5
21;3174;2017;8;5;3;26.3
22;3028;2017;8;5;3;26.6
23;2837;2017;8;5;3;27.4
0;2602;2017;8;6;3;28.3
1;2421;2017;8;6;3;29.2
2;2344;2017;8;6;3;28.9
3;2333;2017;8;6;3;28.7
4;2351;2017;8;6;3;29.4
5;239;2017;8;6;3;29.5
6;2566;2017;8;6;3;28.7
7;2861;2017;8;6;3;25.9
8;3325;2017;8;6;3;24.6
9;3737;2017;8;6;3;23.3
10;3948;2017;8;6;3;23.3
11;4013;2017;8;6;3;22.7
12;3915;2017;8;6;3;22.6
13;399;2017;8;6;3;22.6
14;3927;2017;8;6;3;22.7
15;3872;2017;8;6;3;22.6
16;3863;2017;8;6;3;22.6
17;3838;2017;8;6;3;22.7
18;3868;2017;8;6;3;22.6
19;3773;2017;8;6;3;23.1
20;3582;2017;8;6;3;23.1
21;337;2017;8;6;3;23.5
22;3247;2017;8;6;3;24.4
23;3041;2017;8;6;3;25.3
0;2782;2017;8;7;3;25.6
1;2596;2017;8;7;3;26.4
2;2497;2017;8;7;3;27.0
3;2471;2017;8;7;3;27.8
4;2468;2017;8;7;3;28.8
5;2471;2017;8;7;3;27.2
6;2566;2017;8;7;3;26.7
7;282;2017;8;7;3;26.9
8;3185;2017;8;7;3;26.9
9;351;2017;8;7;3;26.6
10;3716;2017;8;7;3;25.9
11;3829;2017;8;7;3;25.6
12;383;2017;8;7;3;25.5
13;3881;2017;8;7;3;25.3
14;391;2017;8;7;3;24.5
15;3857;2017;8;7;3;24.9
16;3752;2017;8;7;3;25.0
17;3616;2017;8;7;3;24.5
18;3602;2017;8;7;3;24.5
19;3489;2017;8;7;3;24.4
20;3315;2017;8;7;3;24.5
21;3116;2017;8;7;3;25.0
22;2969;2017;8;7;3;26.1
23;2796;2017;8;7;3;26.8
0;2578;2017;8;1;3;26.0
1;2415;2017;8;1;3;26.7
2;2335;2017;8;1;3;29.1
3;2315;2017;8;1;3;30.0
4;2326;2017;8;1;3;30.9
5;2313;2017;8;1;3;31.1
6;2344;2017;8;1;3;30.0
7;2542;2017;8;1;3;28.9
8;2787;2017;8;1;3;28.4
9;3018;2017;8;1;3;27.8
10;3145;2017;8;1;3;27.3
11;3236;2017;8;1;3;26.9
12;3296;2017;8;1;3;26.5
13;3318;2017;8;1;3;26.4
14;3296;2017;8;1;3;26.1
15;327;2017;8;1;3;25.8
16;3269;2017;8;1;3;25.2
17;3354;2017;8;1;3;25.6
18;3517;2017;8;1;3;24.9
19;3488;2017;8;1;3;24.7
20;3336;2017;8;1;3;25.7
21;3167;2017;8;1;3;26.4
22;2988;2017;8;1;3;27.0
23;2798;2017;8;1;3;28.5
0;2579;2017;8;2;3;29.0
1;2418;2017;8;2;3;29.4
2;2344;2017;8;2;3;30.3
3;2339;2017;8;2;3;30.8
4;2375;2017;8;2;3;29.7
5;2429;2017;8;2;3;29.4
6;2638;2017;8;2;3;29.5
7;305;2017;8;2;3;29.4
8;3596;2017;8;2;3;29.2
9;4039;2017;8;2;3;28.6
10;422;2017;8;2;3;28.3
11;4324;2017;8;2;3;27.3
12;4235;2017;8;2;3;26.8
13;4411;2017;8;2;3;27.4
14;4479;2017;8;2;3;27.1
15;4448;2017;8;2;3;26.8
16;4393;2017;8;2;3;26.6
17;4239;2017;8;2;3;25.9
18;4226;2017;8;2;3;25.4
19;4072;2017;8;2;3;24.8
20;3835;2017;8;2;3;25.1
21;3605;2017;8;2;3;27.3
22;3452;2017;8;2;3;30.3
23;3229;2017;8;2;3;29.7
0;2944;2017;8;3;3;31.8
1;2743;2017;8;3;3;32.8
2;2648;2017;8;3;3;31.5
3;2617;2017;8;3;3;32.1
4;2619;2017;8;3;3;31.6
5;2651;2017;8;3;3;32.2
6;2834;2017;8;3;3;32.0
7;3255;2017;8;3;3;30.5
8;3854;2017;8;3;3;30.2
9;4327;2017;8;3;3;31.5
10;4475;2017;8;3;3;30.8
11;4635;2017;8;3;3;29.5
12;461;2017;8;3;3;29.0
13;4802;2017;8;3;3;28.6
14;4741;2017;8;3;3;28.4
15;4636;2017;8;3;3;28.9
16;4602;2017;8;3;3;28.2
17;4502;2017;8;3;3;28.2
18;4501;2017;8;3;3;27.9
19;4348;2017;8;3;3;27.0
20;4116;2017;8;3;3;27.4
21;386;2017;8;3;3;27.5
22;3666;2017;8;3;3;27.3
23;3404;2017;8;3;3;29.2
0;3077;2017;8;4;3;31.4
1;2865;2017;8;4;3;33.0
2;2752;2017;8;4;3;32.8
3;2706;2017;8;4;3;33.7
4;2697;2017;8;4;3;34.3
5;2715;2017;8;4;3;33.9
6;2953;2017;8;4;3;33.2
7;3418;2017;8;4;3;32.0
8;4117;2017;8;4;3;30.6
9;468;2017;8;4;3;30.0
10;49;2017;8;4;3;28.8
11;4947;2017;8;4;3;29.2
12;4863;2017;8;4;3;27.7
13;4996;2017;8;4;3;27.4
14;4949;2017;8;4;3;27.4
15;4916;2017;8;4;3;27.7
16;4881;2017;8;4;3;27.2
17;4694;2017;8;4;3;27.1
18;47;2017;8;4;3;26.4
19;4552;2017;8;4;3;25.9
20;4305;2017;8;4;3;26.4
21;4049;2017;8;4;3;28.6
22;3864;2017;8;4;3;30.2
23;3567;2017;8;4;3;30.8
0;3231;2017;8;5;3;33.3
1;2993;2017;8;5;3;34.0
2;2856;2017;8;5;3;33.6
3;2808;2017;8;5;3;33.6
4;28;2017;8;5;3;32.4
5;2825;2017;8;5;3;34.8
6;3053;2017;8;5;3;33.1
7;3482;2017;8;5;3;33.1
8;3997;2017;8;5;3;32.7
9;4477;2017;8;5;3;31.4
10;4791;2017;8;5;3;30.6
11;5048;2017;8;5;3;30.5
12;5023;2017;8;5;3;29.6
13;515;2017;8;5;3;28.3
14;5171;2017;8;5;3;28.4
15;5104;2017;8;5;3;27.8
16;5067;2017;8;5;3;27.1
17;4899;2017;8;5;3;27.4
18;4825;2017;8;5;3;26.7
19;4664;2017;8;5;3;26.3
20;4397;2017;8;5;3;27.4
21;4128;2017;8;5;3;28.3
22;392;2017;8;5;3;29.4
23;3617;2017;8;5;3;29.3
0;328;2017;8;6;3;31.0
1;3039;2017;8;6;3;31.8
2;2896;2017;8;6;3;32.1
3;2849;2017;8;6;3;31.4
4;2845;2017;8;6;3;29.5
5;2875;2017;8;6;3;29.4
6;3101;2017;8;6;3;30.0
7;3611;2017;8;6;3;30.3
8;4313;2017;8;6;3;29.5
9;483;2017;8;6;3;28.9
10;5035;2017;8;6;3;28.5
11;5152;2017;8;6;3;28.0
12;5074;2017;8;6;3;27.6
13;5132;2017;8;6;3;27.9
14;511;2017;8;6;3;27.5
15;5103;2017;8;6;3;27.4
16;502;2017;8;6;3;27.2
17;4856;2017;8;6;3;26.6
18;4828;2017;8;6;3;26.0
19;466;2017;8;6;3;25.9
20;4406;2017;8;6;3;25.4
21;4142;2017;8;6;3;25.4
22;3969;2017;8;6;3;25.9
23;3679;2017;8;6;3;26.0
0;3338;2017;8;7;3;26.4
1;3085;2017;8;7;3;29.1
2;293;2017;8;7;3;27.7
3;2856;2017;8;7;3;29.5
4;2833;2017;8;7;3;29.1
5;2804;2017;8;7;3;29.0
6;2909;2017;8;7;3;28.6
7;3251;2017;8;7;3;28.1
8;3747;2017;8;7;3;27.3
9;4135;2017;8;7;3;25.8
10;4226;2017;8;7;3;26.0
11;4347;2017;8;7;3;25.2
12;435;2017;8;7;3;24.4
13;4282;2017;8;7;3;23.7
14;4201;2017;8;7;3;23.7
15;4134;2017;8;7;3;23.4
16;4066;2017;8;7;3;23.3
17;402;2017;8;7;3;22.6
18;4074;2017;8;7;3;23.0
19;3948;2017;8;7;3;22.6
20;3764;2017;8;7;3;23.0
21;3548;2017;8;7;3;23.4
22;3385;2017;8;7;3;24.6
23;3176;2017;8;7;3;26.0
0;2922;2017;8;1;3;27.2
1;2705;2017;8;1;3;27.7
2;2588;2017;8;1;3;28.6
3;2542;2017;8;1;3;30.4
4;2523;2017;8;1;3;29.4
5;2505;2017;8;1;3;29.8
6;2531;2017;8;1;3;29.8
7;2724;2017;8;1;3;28.8
8;2981;2017;8;1;3;28.1
9;3208;2017;8;1;3;28.1
10;3348;2017;8;1;3;27.1
11;3472;2017;8;1;3;27.1
12;3529;2017;8;1;3;26.8
13;3517;2017;8;1;3;26.6
14;3495;2017;8;1;3;26.2
15;3478;2017;8;1;3;26.0
16;3441;2017;8;1;3;25.9
17;3425;2017;8;1;3;25.9
18;3553;2017;8;1;3;25.6
19;3514;2017;8;1;3;25.4
20;3372;2017;8;1;3;26.4
21;3185;2017;8;1;3;27.4
22;3005;2017;8;1;3;28.4
23;28;2017;8;1;3;29.0
0;2585;2017;8;2;3;29.6
1;2426;2017;8;2;3;30.4
2;2353;2017;8;2;3;31.9
3;2357;2017;8;2;3;31.4
4;2395;2017;8;2;3;30.8
5;2443;2017;8;2;3;31.2
6;2642;2017;8;2;3;31.4
7;3025;2017;8;2;3;30.8
8;3552;2017;8;2;3;30.0
9;395;2017;8;2;3;29.4
10;4169;2017;8;2;3;29.0
11;4307;2017;8;2;3;28.8
12;4238;2017;8;2;3;28.4
13;4486;2017;8;2;3;28.0
14;455;2017;8;2;3;27.8
15;4535;2017;8;2;3;27.9
16;4505;2017;8;2;3;27.7
17;4356;2017;8;2;3;27.5
18;4348;2017;8;2;3;27.0
19;4176;2017;8;2;3;27.2
20;3943;2017;8;2;3;27.3
21;3712;2017;8;2;3;28.1
22;3561;2017;8;2;3;29.4
23;3308;2017;8;2;3;29.7
0;3019;2017;8;3;3;30.6
1;2813;2017;8;3;3;32.1
2;2716;2017;8;3;3;31.7
3;2687;2017;8;3;3;30.8
4;2709;2017;8;3;3;31.1
5;2739;2017;8;3;3;30.5
6;2942;2017;8;3;3;27.8
7;3376;2017;8;3;3;25.2
8;3989;2017;8;3;3;25.0
9;4451;2017;8;3;3;25.0
10;4644;2017;8;3;3;24.6
11;4788;2017;8;3;3;24.8
12;4716;2017;8;3;3;24.6
13;4874;2017;8;3;3;24.5
14;4853;2017;8;3;3;24.2
15;4827;2017;8;3;3;23.8
16;4824;2017;8;3;3;23.8
17;4705;2017;8;3;3;23.5
18;4682;2017;8;3;3;23.1
19;452;2017;8;3;3;22.9
20;4264;2017;8;3;3;22.9
21;3988;2017;8;3;3;22.7
22;3785;2017;8;3;3;22.3
23;3505;2017;8;3;3;21.2
0;3178;2017;8;4;3;20.7
1;2948;2017;8;4;3;20.7
2;2826;2017;8;4;3;20.5
3;2786;2017;8;4;3;20.4
4;2793;2017;8;4;3;20.4
5;2835;2017;8;4;3;20.9
6;3075;2017;8;4;3;21.2
7;3567;2017;8;4;3;21.4
8;4188;2017;8;4;3;21.3
9;4662;2017;8;4;3;21.2
10;4817;2017;8;4;3;21.4
11;4908;2017;8;4;3;20.9
12;475;2017;8;4;3;20.8
13;4778;2017;8;4;3;20.5
14;4745;2017;8;4;3;20.3
15;4592;2017;8;4;3;20.4
16;4494;2017;8;4;3;20.3
17;4333;2017;8;4;3;20.4
18;4278;2017;8;4;3;20.6
19;4094;2017;8;4;3;20.4
20;3869;2017;8;4;3;20.3
21;362;2017;8;4;3;20.7
22;3459;2017;8;4;3;21.9
23;321;2017;8;4;3;23.0
0;2921;2017;8;5;3;23.7
1;2713;2017;8;5;3;24.6
2;2613;2017;8;5;3;25.7
3;2582;2017;8;5;3;26.5
4;2595;2017;8;5;3;25.4
5;2645;2017;8;5;3;24.0
6;2834;2017;8;5;3;22.6
7;3164;2017;8;5;3;22.3
8;3573;2017;8;5;3;21.3
9;3839;2017;8;5;3;21.5
10;3882;2017;8;5;3;21.6
11;3877;2017;8;5;3;21.2
12;3652;2017;8;5;3;19.0
13;3703;2017;8;5;3;17.9
14;3692;2017;8;5;3;17.8
15;3644;2017;8;5;3;17.8
16;3646;2017;8;5;3;17.8
17;3586;2017;8;5;3;17.3
18;3624;2017;8;5;3;17.0
19;349;2017;8;5;3;17.0
20;3298;2017;8;5;3;17.0
21;3101;2017;8;5;3;16.9
22;2977;2017;8;5;3;17.1
23;2793;2017;8;5;3;17.5
0;2581;2017;9;6;4;17.8
1;2436;2017;9;6;4;18.6
2;2375;2017;9;6;4;20.9
3;2373;2017;9;6;4;22.8
4;2409;2017;9;6;4;23.6
5;2449;2017;9;6;4;24.1
6;2599;2017;9;6;4;23.8
7;2884;2017;9;6;4;22.9
8;3237;2017;9;6;4;22.4
9;3556;2017;9;6;4;22.5
10;3691;2017;9;6;4;22.2
11;3774;2017;9;6;4;21.5
12;3671;2017;9;6;4;20.5
13;3815;2017;9;6;4;20.3
14;376;2017;9;6;4;20.0
15;3657;2017;9;6;4;18.6
16;361;2017;9;6;4;17.7
17;3536;2017;9;6;4;17.3
18;3544;2017;9;6;4;16.6
19;3386;2017;9;6;4;16.6
20;3209;2017;9;6;4;17.4
21;301;2017;9;6;4;21.0
22;2917;2017;9;6;4;22.7
23;2757;2017;9;6;4;24.3
0;2543;2017;9;7;4;24.4
1;24;2017;9;7;4;24.9
2;2336;2017;9;7;4;25.0
3;2324;2017;9;7;4;26.4
4;234;2017;9;7;4;26.7
5;235;2017;9;7;4;26.6
6;2393;2017;9;7;4;25.4
7;2535;2017;9;7;4;24.8
8;2759;2017;9;7;4;23.9
9;2909;2017;9;7;4;22.8
10;2963;2017;9;7;4;22.6
11;2976;2017;9;7;4;22.2
12;2966;2017;9;7;4;22.2
13;3056;2017;9;7;4;21.4
14;3064;2017;9;7;4;21.4
15;3037;2017;9;7;4;21.6
16;3019;2017;9;7;4;22.2
17;3011;2017;9;7;4;21.3
18;3138;2017;9;7;4;21.3
19;3084;2017;9;7;4;21.1
20;2937;2017;9;7;4;20.7
21;277;2017;9;7;4;21.2
22;2659;2017;9;7;4;21.2
23;2517;2017;9;7;4;19.7
0;2337;2017;9;1;4;19.5
1;222;2017;9;1;4;19.4
2;2177;2017;9;1;4;19.1
3;2185;2017;9;1;4;19.4
4;2204;2017;9;1;4;20.5
5;2173;2017;9;1;4;20.6
6;217;2017;9;1;4;21.1
7;2307;2017;9;1;4;20.9
8;2529;2017;9;1;4;21.0
9;277;2017;9;1;4;21.8
10;2932;2017;9;1;4;20.5
11;2971;2017;9;1;4;20.9
12;292;2017;9;1;4;20.6
13;296;2017;9;1;4;20.3
14;2984;2017;9;1;4;19.5
15;3001;2017;9;1;4;19.0
16;2977;2017;9;1;4;18.9
17;3038;2017;9;1;4;19.2
18;3211;2017;9;1;4;19.4
19;3163;2017;9;1;4;19.9
20;3043;2017;9;1;4;19.9
21;2878;2017;9;1;4;20.1
22;2727;2017;9;1;4;20.9
23;256;2017;9;1;4;22.5
0;2385;2017;9;2;4;24.6
1;2258;2017;9;2;4;25.3
2;2214;2017;9;2;4;25.2
3;223;2017;9;2;4;26.7
4;2271;2017;9;2;4;26.8
5;2326;2017;9;2;4;26.4
6;2469;2017;9;2;4;26.8
7;2778;2017;9;2;4;25.7
8;3165;2017;9;2;4;25.4
9;3484;2017;9;2;4;24.4
10;3568;2017;9;2;4;24.0
11;3554;2017;9;2;4;23.5
12;3384;2017;9;2;4;23.3
13;3488;2017;9;2;4;23.0
14;3484;2017;9;2;4;22.0
15;3467;2017;9;2;4;21.9
16;3504;2017;9;2;4;21.8
17;35;2017;9;2;4;21.7
18;3541;2017;9;2;4;21.3
19;3383;2017;9;2;4;20.3
20;3206;2017;9;2;4;20.0
21;3014;2017;9;2;4;20.4
22;2909;2017;9;2;4;21.0
23;2748;2017;9;2;4;21.7
0;2531;2017;9;3;4;21.9
1;2398;2017;9;3;4;21.8
2;236;2017;9;3;4;22.3
3;2371;2017;9;3;4;22.6
4;2403;2017;9;3;4;22.4
5;2445;2017;9;3;4;22.4
6;2584;2017;9;3;4;22.2
7;2848;2017;9;3;4;22.1
8;3222;2017;9;3;4;22.0
9;358;2017;9;3;4;21.8
10;372;2017;9;3;4;21.8
11;3795;2017;9;3;4;21.6
12;3672;2017;9;3;4;21.6
13;3878;2017;9;3;4;21.4
14;3908;2017;9;3;4;21.2
15;3813;2017;9;3;4;20.6
16;3814;2017;9;3;4;20.7
17;3763;2017;9;3;4;20.6
18;3796;2017;9;3;4;20.4
19;3627;2017;9;3;4;20.4
20;3427;2017;9;3;4;21.0
21;3216;2017;9;3;4;21.8
22;3083;2017;9;3;4;22.4
23;2896;2017;9;3;4;23.1
0;2665;2017;9;4;4;23.9
1;2512;2017;9;4;4;22.8
2;2453;2017;9;4;4;22.9
3;2465;2017;9;4;4;23.2
4;249;2017;9;4;4;23.1
5;253;2017;9;4;4;23.7
6;2701;2017;9;4;4;23.2
7;2991;2017;9;4;4;22.9
8;3369;2017;9;4;4;22.7
9;3637;2017;9;4;4;22.2
10;3717;2017;9;4;4;22.2
11;3717;2017;9;4;4;21.9
12;353;2017;9;4;4;21.8
13;3653;2017;9;4;4;21.9
14;3664;2017;9;4;4;21.8
15;3647;2017;9;4;4;21.9
16;3695;2017;9;4;4;21.8
17;3681;2017;9;4;4;22.0
18;3679;2017;9;4;4;22.1
19;3522;2017;9;4;4;22.0
20;3344;2017;9;4;4;21.8
21;3145;2017;9;4;4;22.5
22;305;2017;9;4;4;23.0
23;2863;2017;9;4;4;23.8
0;2634;2017;9;5;4;24.7
1;2497;2017;9;5;4;25.3
2;2435;2017;9;5;4;25.1
3;2439;2017;9;5;4;27.0
4;2465;2017;9;5;4;27.3
5;252;2017;9;5;4;27.4
6;2657;2017;9;5;4;27.0
7;2981;2017;9;5;4;26.4
8;3404;2017;9;5;4;25.6
9;373;2017;9;5;4;24.1
