Time;Demand;Year;Month;Day_of_week;Season;Temperature
0;2555;2016;4;6;2;14.5
1;2433;2016;4;6;2;13.3
2;2393;2016;4;6;2;13.8
3;2375;2016;4;6;2;13.0
4;239;2016;4;6;2;12.2
5;2467;2016;4;6;2;11.2
6;2631;2016;4;6;2;10.8
7;2775;2016;4;6;2;12.1
8;2965;2016;4;6;2;13.8
9;3159;2016;4;6;2;15.3
10;3211;2016;4;6;2;16.7
11;3265;2016;4;6;2;16.9
12;316;2016;4;6;2;17.2
13;3288;2016;4;6;2;17.0
14;3361;2016;4;6;2;15.7
15;3362;2016;4;6;2;14.3
16;3406;2016;4;6;2;13.0
17;3438;2016;4;6;2;12.2
18;3501;2016;4;6;2;11.4
19;3381;2016;4;6;2;11.1
20;3242;2016;4;6;2;10.9
21;3084;2016;4;6;2;9.5
22;2973;2016;4;6;2;8.5
23;2811;2016;4;6;2;8.2
0;2613;2016;4;7;2;8.4
1;2492;2016;4;7;2;8.2
2;2431;2016;4;7;2;8.1
3;2403;2016;4;7;2;8.4
4;239;2016;4;7;2;8.8
5;2432;2016;4;7;2;8.8
6;2543;2016;4;7;2;8.9
7;2734;2016;4;7;2;9.2
8;3019;2016;4;7;2;9.7
9;3225;2016;4;7;2;9.8
10;3258;2016;4;7;2;10.1
11;3239;2016;4;7;2;10.4
12;3167;2016;4;7;2;10.8
13;3112;2016;4;7;2;11.5
14;3049;2016;4;7;2;12.1
15;3043;2016;4;7;2;12.7
16;3098;2016;4;7;2;12.7
17;3216;2016;4;7;2;12.6
18;3328;2016;4;7;2;12.2
19;3276;2016;4;7;2;11.9
20;3173;2016;4;7;2;11.5
21;3007;2016;4;7;2;11.3
22;2856;2016;4;7;2;11.1
23;2674;2016;4;7;2;10.9
0;2455;2016;4;1;2;10.0
1;2325;2016;4;1;2;10.0
2;228;2016;4;1;2;10.0
3;2265;2016;4;1;2;9.8
4;2253;2016;4;1;2;9.9
5;2276;2016;4;1;2;9.7
6;233;2016;4;1;2;9.8
7;2493;2016;4;1;2;9.7
8;27;2016;4;1;2;10.2
9;2832;2016;4;1;2;10.6
10;2835;2016;4;1;2;11.3
11;2833;2016;4;1;2;12.0
12;282;2016;4;1;2;12.8
13;2738;2016;4;1;2;13.5
14;2694;2016;4;1;2;14.8
15;2684;2016;4;1;2;15.9
16;2755;2016;4;1;2;16.6
17;292;2016;4;1;2;16.5
18;3132;2016;4;1;2;16.2
19;3114;2016;4;1;2;16.1
20;302;2016;4;1;2;16.1
21;286;2016;4;1;2;16.2
22;269;2016;4;1;2;15.8
23;2494;2016;4;1;2;16.0
0;2304;2016;4;2;2;16.0
1;2206;2016;4;2;2;15.8
2;2179;2016;4;2;2;14.8
3;2189;2016;4;2;2;14.4
4;2216;2016;4;2;2;14.9
5;232;2016;4;2;2;15.4
6;2528;2016;4;2;2;15.7
7;2835;2016;4;2;2;16.0
8;3168;2016;4;2;2;17.3
9;3418;2016;4;2;2;18.4
10;348;2016;4;2;2;18.5
11;3422;2016;4;2;2;16.2
12;32;2016;4;2;2;17.2
13;3323;2016;4;2;2;20.6
14;3322;2016;4;2;2;21.2
15;3312;2016;4;2;2;21.1
16;3349;2016;4;2;2;20.5
17;3346;2016;4;2;2;18.8
18;3436;2016;4;2;2;13.0
19;3337;2016;4;2;2;11.3
20;3213;2016;4;2;2;10.9
21;3067;2016;4;2;2;10.9
22;2982;2016;4;2;2;10.5
23;2797;2016;4;2;2;10.0
0;2551;2016;4;3;2;9.8
1;2427;2016;4;3;2;9.9
2;2392;2016;4;3;2;9.8
3;238;2016;4;3;2;9.7
4;2415;2016;4;3;2;9.6
5;2524;2016;4;3;2;9.7
6;2767;2016;4;3;2;9.6
7;3056;2016;4;3;2;9.6
8;34;2016;4;3;2;9.6
9;3678;2016;4;3;2;9.7
10;3747;2016;4;3;2;10.5
11;3727;2016;4;3;2;11.6
12;3532;2016;4;3;2;11.7
13;367;2016;4;3;2;12.0
14;364;2016;4;3;2;12.3
15;3589;2016;4;3;2;12.3
16;3579;2016;4;3;2;12.1
17;3579;2016;4;3;2;12.0
18;3664;2016;4;3;2;11.6
19;3559;2016;4;3;2;11.1
20;3414;2016;4;3;2;11.1
21;3234;2016;4;3;2;12.0
22;3135;2016;4;3;2;10.9
23;2913;2016;4;3;2;10.8
0;2634;2016;4;4;2;10.1
1;2496;2016;4;4;2;9.7
2;2451;2016;4;4;2;8.6
3;244;2016;4;4;2;8.1
4;2478;2016;4;4;2;7.9
5;2593;2016;4;4;2;7.7
6;2787;2016;4;4;2;8.4
7;2955;2016;4;4;2;10.7
8;3143;2016;4;4;2;13.2
9;3301;2016;4;4;2;15.9
10;3304;2016;4;4;2;17.1
11;3276;2016;4;4;2;18.9
12;3106;2016;4;4;2;19.0
13;3216;2016;4;4;2;18.1
14;3282;2016;4;4;2;19.0
15;3258;2016;4;4;2;19.3
16;327;2016;4;4;2;18.3
17;3262;2016;4;4;2;17.3
18;3392;2016;4;4;2;16.6
19;3319;2016;4;4;2;16.2
20;3206;2016;4;4;2;16.1
21;3055;2016;4;4;2;16.0
22;2948;2016;4;4;2;15.6
23;2746;2016;4;4;2;15.8
0;2512;2016;4;5;2;15.7
1;2387;2016;4;5;2;15.4
2;2349;2016;4;5;2;15.0
3;2344;2016;4;5;2;14.0
4;2367;2016;4;5;2;14.3
5;2462;2016;4;5;2;14.5
6;2695;2016;4;5;2;13.8
7;301;2016;4;5;2;12.2
8;3362;2016;4;5;2;12.1
9;3656;2016;4;5;2;12.0
10;3764;2016;4;5;2;12.1
11;3788;2016;4;5;2;12.3
12;3629;2016;4;5;2;12.3
13;374;2016;4;5;2;12.4
14;3717;2016;4;5;2;12.7
15;3656;2016;4;5;2;13.3
16;3654;2016;4;5;2;14.0
17;3605;2016;4;5;2;15.3
18;3637;2016;4;5;2;17.0
19;3498;2016;4;5;2;19.0
20;3334;2016;4;5;2;14.2
21;3161;2016;4;5;2;13.5
22;3008;2016;4;5;2;13.3
23;279;2016;4;5;2;13.3
0;2557;2016;4;6;2;13.0
1;244;2016;4;6;2;12.1
2;2403;2016;4;6;2;11.8
3;2389;2016;4;6;2;12.5
4;2418;2016;4;6;2;12.6
5;2488;2016;4;6;2;12.4
6;2652;2016;4;6;2;12.7
7;2828;2016;4;6;2;15.3
8;307;2016;4;6;2;18.3
9;327;2016;4;6;2;19.0
10;334;2016;4;6;2;21.4
11;3301;2016;4;6;2;21.1
12;3153;2016;4;6;2;21.3
13;3319;2016;4;6;2;20.3
14;3308;2016;4;6;2;17.8
15;3274;2016;4;6;2;16.5
16;3274;2016;4;6;2;16.2
17;3255;2016;4;6;2;15.8
18;3337;2016;4;6;2;15.6
19;324;2016;4;6;2;15.7
20;3118;2016;4;6;2;15.6
21;2982;2016;4;6;2;15.7
22;2883;2016;4;6;2;15.3
23;2709;2016;4;6;2;14.6
0;2484;2016;4;7;2;13.6
1;2369;2016;4;7;2;14.1
2;2336;2016;4;7;2;13.4
3;2328;2016;4;7;2;12.8
4;2327;2016;4;7;2;11.3
5;2334;2016;4;7;2;11.5
6;2361;2016;4;7;2;14.5
7;2473;2016;4;7;2;16.2
8;2637;2016;4;7;2;18.5
9;2765;2016;4;7;2;19.7
10;2805;2016;4;7;2;20.8
11;2822;2016;4;7;2;21.9
12;2777;2016;4;7;2;22.8
13;285;2016;4;7;2;20.9
14;2838;2016;4;7;2;20.8
15;2814;2016;4;7;2;20.2
16;2815;2016;4;7;2;19.1
17;2876;2016;4;7;2;18.4
18;3053;2016;4;7;2;17.9
19;3019;2016;4;7;2;17.2
20;2927;2016;4;7;2;17.2
21;2764;2016;4;7;2;16.6
22;2666;2016;4;7;2;16.2
23;2516;2016;4;7;2;15.9
0;2347;2016;4;1;2;15.2
1;2248;2016;4;1;2;14.7
2;223;2016;4;1;2;13.7
3;2233;2016;4;1;2;12.8
4;2231;2016;4;1;2;12.4
5;2217;2016;4;1;2;13.0
6;2215;2016;4;1;2;14.9
7;2299;2016;4;1;2;17.6
8;2408;2016;4;1;2;18.7
9;2541;2016;4;1;2;20.1
10;2601;2016;4;1;2;22.1
11;2608;2016;4;1;2;22.4
12;2661;2016;4;1;2;22.5
13;2644;2016;4;1;2;22.4
14;2625;2016;4;1;2;22.5
15;2629;2016;4;1;2;21.2
16;2672;2016;4;1;2;20.1
17;2806;2016;4;1;2;19.2
18;3005;2016;4;1;2;18.4
19;2983;2016;4;1;2;16.8
20;2889;2016;4;1;2;14.7
21;275;2016;4;1;2;12.6
22;2592;2016;4;1;2;12.5
23;2426;2016;4;1;2;12.5
0;2238;2016;4;2;2;11.6
1;215;2016;4;2;2;11.5
2;2149;2016;4;2;2;11.4
3;2171;2016;4;2;2;11.4
4;2215;2016;4;2;2;11.1
5;2324;2016;4;2;2;10.9
6;2546;2016;4;2;2;11.0
7;2823;2016;4;2;2;11.3
8;3116;2016;4;2;2;12.0
9;3339;2016;4;2;2;13.8
10;3367;2016;4;2;2;14.1
11;3333;2016;4;2;2;15.5
12;3193;2016;4;2;2;16.8
13;3313;2016;4;2;2;16.2
14;3332;2016;4;2;2;15.4
15;3338;2016;4;2;2;13.8
16;3401;2016;4;2;2;11.7
17;3474;2016;4;2;2;10.2
18;3634;2016;4;2;2;9.5
19;3556;2016;4;2;2;8.5
20;3438;2016;4;2;2;8.2
21;3304;2016;4;2;2;8.0
22;3221;2016;4;2;2;7.6
23;2999;2016;4;2;2;7.7
0;2702;2016;4;3;2;7.5
1;2566;2016;4;3;2;7.2
2;2526;2016;4;3;2;6.5
3;2526;2016;4;3;2;6.0
4;2566;2016;4;3;2;5.6
5;2687;2016;4;3;2;5.5
6;2949;2016;4;3;2;6.4
7;3095;2016;4;3;2;8.4
8;3286;2016;4;3;2;9.8
9;3447;2016;4;3;2;10.4
10;3472;2016;4;3;2;11.5
11;3447;2016;4;3;2;12.1
12;3257;2016;4;3;2;12.6
13;338;2016;4;3;2;14.1
14;3381;2016;4;3;2;13.5
15;3364;2016;4;3;2;13.2
16;3412;2016;4;3;2;13.2
17;3461;2016;4;3;2;12.1
18;3617;2016;4;3;2;12.3
19;3543;2016;4;3;2;12.4
20;3403;2016;4;3;2;12.7
21;3241;2016;4;3;2;12.6
22;3106;2016;4;3;2;13.0
23;286;2016;4;3;2;13.1
0;2606;2016;4;4;2;13.3
1;2471;2016;4;4;2;13.2
2;244;2016;4;4;2;11.6
3;2439;2016;4;4;2;11.3
4;2456;2016;4;4;2;10.8
5;2559;2016;4;4;2;11.0
6;2808;2016;4;4;2;11.4
7;3062;2016;4;4;2;11.6
8;334;2016;4;4;2;11.7
9;3577;2016;4;4;2;12.7
10;3588;2016;4;4;2;14.2
11;3552;2016;4;4;2;14.8
12;335;2016;4;4;2;17.0
13;3474;2016;4;4;2;18.0
14;3385;2016;4;4;2;19.0
15;3347;2016;4;4;2;18.0
16;3398;2016;4;4;2;17.1
17;3443;2016;4;4;2;16.0
18;3518;2016;4;4;2;16.0
19;3401;2016;4;4;2;16.2
20;3256;2016;4;4;2;15.7
21;3121;2016;4;4;2;15.2
22;3026;2016;4;4;2;15.0
23;2809;2016;4;4;2;15.1
0;2574;2016;4;5;2;14.9
1;2449;2016;4;5;2;14.8
2;2429;2016;4;5;2;14.4
3;2435;2016;4;5;2;13.8
4;2452;2016;4;5;2;13.8
5;2538;2016;4;5;2;13.2
6;2732;2016;4;5;2;13.3
7;2978;2016;4;5;2;13.9
8;3278;2016;4;5;2;14.1
9;3494;2016;4;5;2;14.3
10;3554;2016;4;5;2;14.5
11;3542;2016;4;5;2;15.2
12;3357;2016;4;5;2;15.4
13;3474;2016;4;5;2;16.3
14;3429;2016;4;5;2;16.9
15;335;2016;4;5;2;17.1
16;3379;2016;4;5;2;17.3
17;3376;2016;4;5;2;16.5
18;3463;2016;4;5;2;15.6
19;3373;2016;4;5;2;14.9
20;3218;2016;4;5;2;14.9
21;3064;2016;4;5;2;14.4
22;295;2016;4;5;2;14.7
23;276;2016;4;5;2;14.6
0;2562;2016;4;6;2;14.4
1;2437;2016;4;6;2;16.5
2;2403;2016;4;6;2;16.6
3;2417;2016;4;6;2;15.6
4;2446;2016;4;6;2;15.1
5;2515;2016;4;6;2;14.9
6;2691;2016;4;6;2;16.1
7;2863;2016;4;6;2;17.9
8;3053;2016;4;6;2;18.2
9;3248;2016;4;6;2;19.1
10;3274;2016;4;6;2;19.0
11;3268;2016;4;6;2;20.4
12;3079;2016;4;6;2;19.8
13;3222;2016;4;6;2;19.9
14;3224;2016;4;6;2;19.1
15;323;2016;4;6;2;18.2
16;3278;2016;4;6;2;17.0
17;3262;2016;4;6;2;15.6
18;3367;2016;4;6;2;14.7
19;3304;2016;4;6;2;13.8
20;3172;2016;4;6;2;13.5
21;3051;2016;4;6;2;12.2
22;2956;2016;4;6;2;12.4
23;275;2016;4;6;2;11.7
0;2524;2016;4;7;2;11.7
1;2414;2016;4;7;2;11.8
2;2377;2016;4;7;2;10.8
3;2368;2016;4;7;2;11.0
4;2371;2016;4;7;2;12.1
5;2377;2016;4;7;2;12.1
6;245;2016;4;7;2;12.3
7;2567;2016;4;7;2;13.4
8;2755;2016;4;7;2;14.5
9;2867;2016;4;7;2;15.5
10;2911;2016;4;7;2;17.6
11;2896;2016;4;7;2;18.2
12;283;2016;4;7;2;19.8
13;2856;2016;4;7;2;19.8
14;284;2016;4;7;2;19.9
15;2818;2016;4;7;2;19.7
16;2845;2016;4;7;2;19.0
17;2897;2016;4;7;2;17.7
18;3081;2016;4;7;2;17.2
19;3068;2016;4;7;2;16.9
20;2971;2016;4;7;2;16.7
21;2813;2016;4;7;2;17.3
22;2696;2016;4;7;2;17.4
23;2537;2016;4;7;2;17.4
0;2341;2016;4;1;2;17.1
1;2241;2016;4;1;2;17.5
2;2219;2016;4;1;2;17.6
3;2202;2016;4;1;2;17.4
4;2189;2016;4;1;2;17.7
5;218;2016;4;1;2;17.7
6;2207;2016;4;1;2;17.9
7;2325;2016;4;1;2;18.4
8;2526;2016;4;1;2;18.5
9;2688;2016;4;1;2;18.9
10;2742;2016;4;1;2;18.0
11;2777;2016;4;1;2;17.8
12;2781;2016;4;1;2;17.7
13;2766;2016;4;1;2;19.2
14;2701;2016;4;1;2;22.3
15;2728;2016;4;1;2;22.9
16;2776;2016;4;1;2;22.6
17;2875;2016;4;1;2;21.9
18;3075;2016;4;1;2;21.1
19;3077;2016;4;1;2;20.7
20;2959;2016;4;1;2;20.4
21;2794;2016;4;1;2;19.5
22;2622;2016;4;1;2;19.5
23;2452;2016;4;1;2;18.7
0;228;2016;4;2;2;18.0
1;2185;2016;4;2;2;18.0
2;2177;2016;4;2;2;17.4
3;2198;2016;4;2;2;16.9
4;2237;2016;4;2;2;16.6
5;2302;2016;4;2;2;17.0
6;2491;2016;4;2;2;16.6
7;2676;2016;4;2;2;18.8
8;2942;2016;4;2;2;21.4
9;3164;2016;4;2;2;23.1
10;3246;2016;4;2;2;24.7
11;3288;2016;4;2;2;25.7
12;3144;2016;4;2;2;24.5
13;3357;2016;4;2;2;22.7
14;3346;2016;4;2;2;20.9
15;3303;2016;4;2;2;21.2
16;3341;2016;4;2;2;20.9
17;3358;2016;4;2;2;19.3
18;3413;2016;4;2;2;16.5
19;3274;2016;4;2;2;15.2
20;3104;2016;4;2;2;14.3
21;2951;2016;4;2;2;14.5
22;2884;2016;4;2;2;14.5
23;2685;2016;4;2;2;14.3
0;2443;2016;4;3;2;15.0
1;233;2016;4;3;2;14.5
2;2311;2016;4;3;2;14.2
3;2323;2016;4;3;2;13.2
4;236;2016;4;3;2;13.9
5;2421;2016;4;3;2;13.8
6;2597;2016;4;3;2;15.4
7;2777;2016;4;3;2;16.4
8;3003;2016;4;3;2;17.8
9;3192;2016;4;3;2;18.3
10;3248;2016;4;3;2;19.3
11;3273;2016;4;3;2;19.8
12;311;2016;4;3;2;19.3
13;327;2016;4;3;2;21.8
14;3266;2016;4;3;2;20.3
15;3229;2016;4;3;2;19.7
16;3287;2016;4;3;2;18.7
17;3279;2016;4;3;2;17.8
18;3351;2016;4;3;2;15.1
19;3235;2016;4;3;2;13.3
20;3083;2016;4;3;2;13.0
21;2955;2016;4;3;2;13.2
22;2865;2016;4;3;2;12.8
23;2678;2016;4;3;2;12.1
0;2469;2016;4;4;2;11.5
1;2349;2016;4;4;2;11.8
2;2329;2016;4;4;2;11.7
3;235;2016;4;4;2;11.4
4;2397;2016;4;4;2;10.3
5;2464;2016;4;4;2;10.8
6;2646;2016;4;4;2;11.9
7;2811;2016;4;4;2;13.2
8;3021;2016;4;4;2;15.9
9;3215;2016;4;4;2;16.7
10;3258;2016;4;4;2;16.6
11;3265;2016;4;4;2;17.7
12;3104;2016;4;4;2;17.6
13;3245;2016;4;4;2;17.5
14;327;2016;4;4;2;18.1
15;3247;2016;4;4;2;17.3
16;3267;2016;4;4;2;16.7
17;3236;2016;4;4;2;16.2
18;3349;2016;4;4;2;15.7
19;3293;2016;4;4;2;15.7
20;314;2016;4;4;2;15.9
21;3005;2016;4;4;2;15.9
22;2918;2016;4;4;2;16.2
23;2726;2016;4;4;2;15.7
0;2517;2016;4;5;2;15.7
1;2394;2016;4;5;2;15.5
2;238;2016;4;5;2;14.6
3;2398;2016;4;5;2;13.7
4;2435;2016;4;5;2;13.4
5;2499;2016;4;5;2;14.0
6;2682;2016;4;5;2;16.5
7;2894;2016;4;5;2;17.5
8;3135;2016;4;5;2;19.0
9;3264;2016;4;5;2;19.4
10;3352;2016;4;5;2;19.5
11;3386;2016;4;5;2;19.4
12;3224;2016;4;5;2;19.5
13;3413;2016;4;5;2;19.2
14;3435;2016;4;5;2;18.1
15;3413;2016;4;5;2;18.3
16;3428;2016;4;5;2;17.7
17;3441;2016;4;5;2;16.6
18;3484;2016;4;5;2;16.0
19;3357;2016;4;5;2;14.3
20;3193;2016;4;5;2;14.2
21;3051;2016;4;5;2;14.0
22;2946;2016;4;5;2;14.0
23;2746;2016;4;5;2;14.7
0;2528;2016;4;6;2;14.3
1;24;2016;4;6;2;13.8
2;2389;2016;4;6;2;13.4
3;2407;2016;4;6;2;13.5
4;2434;2016;4;6;2;13.4
5;2494;2016;4;6;2;13.5
6;2662;2016;4;6;2;15.2
7;2853;2016;4;6;2;17.8
8;3083;2016;4;6;2;19.6
9;3309;2016;4;6;2;20.2
10;3377;2016;4;6;2;22.1
11;3363;2016;4;6;2;23.0
12;3189;2016;4;6;2;21.8
13;3398;2016;4;6;2;21.7
14;3434;2016;4;6;2;21.1
15;3386;2016;4;6;2;20.0
16;3361;2016;4;6;2;19.1
17;331;2016;4;6;2;17.2
18;3371;2016;4;6;2;16.6
19;3257;2016;4;6;2;15.8
20;3105;2016;4;6;2;15.8
21;2964;2016;4;6;2;15.4
22;2875;2016;4;6;2;15.2
23;2701;2016;4;6;2;14.8
0;2504;2016;4;7;2;14.4
1;2378;2016;4;7;2;14.3
2;2344;2016;4;7;2;14.2
3;234;2016;4;7;2;14.3
4;2337;2016;4;7;2;14.1
5;2348;2016;4;7;2;14.2
6;2392;2016;4;7;2;14.8
7;2523;2016;4;7;2;15.5
8;2716;2016;4;7;2;16.5
9;2912;2016;4;7;2;18.1
10;2975;2016;4;7;2;20.0
11;2972;2016;4;7;2;21.3
12;2918;2016;4;7;2;21.1
13;296;2016;4;7;2;20.9
14;2959;2016;4;7;2;22.0
15;2935;2016;4;7;2;20.9
16;2948;2016;4;7;2;20.3
17;2996;2016;4;7;2;19.7
18;3145;2016;4;7;2;19.4
19;3095;2016;4;7;2;19.0
20;2982;2016;4;7;2;18.9
21;281;2016;4;7;2;18.8
22;2663;2016;4;7;2;18.3
23;2496;2016;4;7;2;18.1
0;2313;2016;4;1;2;17.4
1;2216;2016;4;1;2;17.4
2;2197;2016;4;1;2;17.2
3;2194;2016;4;1;2;17.2
4;2172;2016;4;1;2;17.3
5;2176;2016;4;1;2;13.1
6;2192;2016;4;1;2;12.9
7;2343;2016;4;1;2;12.6
8;2568;2016;4;1;2;12.3
9;273;2016;4;1;2;12.6
10;278;2016;4;1;2;12.9
11;2754;2016;4;1;2;15.4
12;2697;2016;4;1;2;16.3
13;2677;2016;4;1;2;18.5
14;2678;2016;4;1;2;18.6
15;2675;2016;4;1;2;17.9
16;2732;2016;4;1;2;16.9
17;2858;2016;4;1;2;16.2
18;3048;2016;4;1;2;15.8
19;3029;2016;4;1;2;15.6
20;2926;2016;4;1;2;15.5
21;277;2016;4;1;2;15.4
22;2588;2016;4;1;2;15.3
23;2409;2016;4;1;2;15.7
0;2252;2016;4;2;2;15.1
1;2163;2016;4;2;2;14.9
2;2163;2016;4;2;2;14.4
3;2193;2016;4;2;2;14.7
4;2248;2016;4;2;2;14.0
5;2326;2016;4;2;2;14.3
6;2514;2016;4;2;2;15.5
7;2722;2016;4;2;2;17.7
8;2962;2016;4;2;2;18.8
9;3153;2016;4;2;2;20.7
10;3205;2016;4;2;2;20.5
11;3245;2016;4;2;2;22.3
12;316;2016;4;2;2;21.8
13;3342;2016;4;2;2;22.5
14;3365;2016;4;2;2;21.5
15;3324;2016;4;2;2;20.7
16;3335;2016;4;2;2;20.0
17;3295;2016;4;2;2;19.3
18;3375;2016;4;2;2;18.5
19;3272;2016;4;2;2;18.1
20;3118;2016;4;2;2;17.6
21;2976;2016;4;2;2;17.4
22;2901;2016;4;2;2;17.0
23;2728;2016;4;2;2;16.3
0;2536;2016;4;3;2;15.3
1;2419;2016;4;3;2;15.1
2;2407;2016;4;3;2;14.7
3;2426;2016;4;3;2;14.4
4;2462;2016;4;3;2;14.4
5;2503;2016;4;3;2;15.4
6;2659;2016;4;3;2;17.3
7;2859;2016;4;3;2;18.9
8;3093;2016;4;3;2;20.1
9;3334;2016;4;3;2;21.1
10;3408;2016;4;3;2;22.7
11;3451;2016;4;3;2;23.5
12;3293;2016;4;3;2;23.8
13;3441;2016;4;3;2;24.7
14;3467;2016;4;3;2;23.7
15;3445;2016;4;3;2;23.1
16;3446;2016;4;3;2;21.8
17;3368;2016;4;3;2;20.7
18;3427;2016;4;3;2;19.5
19;335;2016;4;3;2;18.5
20;3178;2016;4;3;2;18.2
21;3034;2016;4;3;2;18.1
22;2926;2016;4;3;2;17.9
23;275;2016;4;3;2;17.2
0;253;2016;4;4;2;17.1
1;2409;2016;4;4;2;16.9
2;2387;2016;4;4;2;16.8
3;2411;2016;4;4;2;16.3
4;2448;2016;4;4;2;16.6
5;2472;2016;4;4;2;17.6
6;2635;2016;4;4;2;17.5
7;2864;2016;4;4;2;16.7
8;3116;2016;4;4;2;18.4
9;3368;2016;4;4;2;19.4
10;3408;2016;4;4;2;19.5
11;3437;2016;4;4;2;19.8
12;327;2016;4;4;2;21.0
13;3411;2016;4;4;2;21.5
14;3397;2016;4;4;2;21.2
15;3386;2016;4;4;2;20.2
16;3398;2016;4;4;2;19.5
17;3372;2016;4;4;2;19.5
18;3408;2016;4;4;2;18.1
19;3308;2016;4;4;2;17.1
20;3138;2016;4;4;2;17.0
21;2988;2016;4;4;2;16.6
22;2873;2016;4;4;2;15.8
23;2688;2016;4;4;2;15.2
0;251;2016;4;5;2;14.7
1;2396;2016;4;5;2;14.4
2;2376;2016;4;5;2;14.0
3;2406;2016;4;5;2;13.7
4;2434;2016;4;5;2;13.7
5;2514;2016;4;5;2;13.6
6;2718;2016;4;5;2;13.5
7;2948;2016;4;5;2;13.5
8;3199;2016;4;5;2;13.6
9;3437;2016;4;5;2;14.0
10;3488;2016;4;5;2;14.3
11;3491;2016;4;5;2;15.1
12;3309;2016;4;5;2;14.7
13;3439;2016;4;5;2;14.9
14;3426;2016;4;5;2;15.0
15;3379;2016;4;5;2;15.0
16;3378;2016;4;5;2;14.9
17;3333;2016;4;5;2;14.8
18;3366;2016;4;5;2;14.8
19;3248;2016;4;5;2;14.7
20;3084;2016;4;5;2;14.6
21;2929;2016;4;5;2;14.7
22;2853;2016;4;5;2;14.7
23;2671;2016;4;5;2;14.4
0;2483;2016;4;6;2;14.5
1;2364;2016;4;6;2;14.4
2;2334;2016;4;6;2;14.1
3;2341;2016;4;6;2;15.5
4;234;2016;4;6;2;14.9
5;2312;2016;4;6;2;14.9
6;2344;2016;4;6;2;15.4
7;2466;2016;4;6;2;16.7
8;2631;2016;4;6;2;16.8
9;2785;2016;4;6;2;18.3
10;2859;2016;4;6;2;19.0
11;286;2016;4;6;2;18.6
12;2799;2016;4;6;2;19.8
13;2794;2016;4;6;2;19.4
14;2804;2016;4;6;2;17.9
15;2801;2016;4;6;2;15.9
16;2819;2016;4;6;2;14.7
17;2837;2016;4;6;2;14.0
18;3009;2016;4;6;2;13.9
19;305;2016;4;6;2;12.9
20;2956;2016;4;6;2;13.2
21;2805;2016;4;6;2;12.2
22;2661;2016;4;6;2;11.9
23;2494;2016;4;6;2;12.8
0;2312;2016;4;7;2;13.1
1;2205;2016;4;7;2;12.4
2;2189;2016;4;7;2;11.7
3;2195;2016;4;7;2;11.2
4;2213;2016;4;7;2;11.5
5;2216;2016;4;7;2;13.7
6;2283;2016;4;7;2;16.5
7;2401;2016;4;7;2;17.6
8;2587;2016;4;7;2;19.8
9;2739;2016;4;7;2;19.7
10;2774;2016;4;7;2;19.0
11;2762;2016;4;7;2;19.5
12;2731;2016;4;7;2;20.1
13;2755;2016;4;7;2;19.6
14;2762;2016;4;7;2;19.3
15;2743;2016;4;7;2;17.8
16;2753;2016;4;7;2;16.7
17;2774;2016;4;7;2;16.1
18;2932;2016;4;7;2;15.8
19;2964;2016;4;7;2;15.9
20;285;2016;4;7;2;14.6
21;2703;2016;4;7;2;14.1
22;2551;2016;4;7;2;14.4
23;2392;2016;4;7;2;14.0
0;2229;2016;5;1;2;14.3
1;212;2016;5;1;2;12.9
2;2108;2016;5;1;2;12.0
3;212;2016;5;1;2;12.4
4;2123;2016;5;1;2;13.6
5;2094;2016;5;1;2;14.9
6;2121;2016;5;1;2;16.8
7;2176;2016;5;1;2;18.1
8;2319;2016;5;1;2;19.0
9;244;2016;5;1;2;21.3
10;2469;2016;5;1;2;22.6
11;255;2016;5;1;2;23.5
12;2558;2016;5;1;2;23.3
13;2547;2016;5;1;2;23.7
14;2586;2016;5;1;2;23.4
15;2597;2016;5;1;2;22.6
16;2609;2016;5;1;2;20.9
17;2692;2016;5;1;2;19.2
18;287;2016;5;1;2;19.5
19;2872;2016;5;1;2;18.1
20;2757;2016;5;1;2;17.7
21;2606;2016;5;1;2;16.8
22;2441;2016;5;1;2;16.3
23;2278;2016;5;1;2;14.8
0;2125;2016;5;2;2;13.9
1;2045;2016;5;2;2;14.1
2;2047;2016;5;2;2;13.3
3;2076;2016;5;2;2;13.4
4;2109;2016;5;2;2;14.2
5;2148;2016;5;2;2;14.3
6;2292;2016;5;2;2;15.8
7;2476;2016;5;2;2;16.9
8;2696;2016;5;2;2;16.8
9;2839;2016;5;2;2;18.1
10;2909;2016;5;2;2;19.3
11;2966;2016;5;2;2;20.9
12;294;2016;5;2;2;20.3
13;2987;2016;5;2;2;20.6
14;2997;2016;5;2;2;20.5
15;2963;2016;5;2;2;20.1
16;2982;2016;5;2;2;19.7
17;3017;2016;5;2;2;19.1
18;3109;2016;5;2;2;18.6
19;3063;2016;5;2;2;18.3
20;2894;2016;5;2;2;18.0
21;2719;2016;5;2;2;17.9
22;2626;2016;5;2;2;17.8
23;2449;2016;5;2;2;17.6
0;2236;2016;5;3;2;17.8
1;2131;2016;5;3;2;18.0
2;2119;2016;5;3;2;17.5
3;2129;2016;5;3;2;17.3
4;2136;2016;5;3;2;18.3
5;2103;2016;5;3;2;19.2
6;2143;2016;5;3;2;20.9
7;2221;2016;5;3;2;22.4
8;2389;2016;5;3;2;22.6
9;2528;2016;5;3;2;23.8
10;2558;2016;5;3;2;23.9
11;2594;2016;5;3;2;22.7
